env;wc2.1_30s_bio_1;wc2.1_30s_bio_10;wc2.1_30s_bio_11;wc2.1_30s_bio_12;wc2.1_30s_bio_13;wc2.1_30s_bio_14;wc2.1_30s_bio_15;wc2.1_30s_bio_16;wc2.1_30s_bio_17;wc2.1_30s_bio_18;wc2.1_30s_bio_19;wc2.1_30s_bio_2;wc2.1_30s_bio_3;wc2.1_30s_bio_4;wc2.1_30s_bio_5;wc2.1_30s_bio_6;wc2.1_30s_bio_7;wc2.1_30s_bio_8;wc2.1_30s_bio_9;ALT;LAT;LON;ALLSKY_SFC_LW_DWN;ALLSKY_SFC_SW_DWN;PRECTOTCORR;RH2M;T2M;T2MDEW;T2M_MAX;T2M_MIN;WS2M;bdod_0-5cm_mean_30s;bdod_15-30cm_mean_30s;bdod_30-60cm_mean_30s;bdod_5-15cm_mean_30s;cfvo_0-5cm_mean_30s;cfvo_15-30cm_mean_30s;cfvo_30-60cm_mean_30s;cfvo_5-15cm_mean_30s;clay_15-30cm_mean_30s;clay_30-60cm_mean_30s;clay_5-15cm_mean_30s;nitrogen_0-5cm_mean_30s;nitrogen_15-30cm_mean_30s;nitrogen_30-60cm_mean_30s;nitrogen_5-15cm_mean_30s;ocd_0-5cm_mean_30s;ocd_15-30cm_mean_30s;ocd_30-60cm_mean_30s;ocd_5-15cm_mean_30s;phh2o_0-5cm_mean_30s;phh2o_15-30cm_mean_30s;phh2o_30-60cm_mean_30s;phh2o_5-15cm_mean_30s;sand_0-5cm_mean_30s;sand_15-30cm_mean_30s;sand_30-60cm_mean_30s;sand_5-15cm_mean_30s;SBIO2_Mean_Diurnal_Range_5_15cm;SBIO3_Isothermality_5_15cm;SBIO4_Temperature_Seasonality_5_15cm;silt_0-5cm_mean_30s;silt_15-30cm_mean_30s;silt_30-60cm_mean_30s;silt_5-15cm_mean_30s;soc_0-5cm_mean_30s;soc_15-30cm_mean_30s;soc_30-60cm_mean_30s;soc_5-15cm_mean_30s;soilT_1_5_15cm;soilT_10_5_15cm;soilT_11_5_15cm;soilT_12_5_15cm;soilT_2_5_15cm;soilT_3_5_15cm
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
E0284;20.6;23.6;16.85;809;207;0;118.584;570;0;106;5;13.6;55.967;274.541;32.1;7.8;24.3;21.783;16.983;1188;-15.29;28.299;30.76541667;21.02041667;1.9475;57.25875;22.32708333;11.54583333;33.55583333;13.21541667;2.763333333;1.5;1.600000024;1.600000024;1.5;1;1;2;1;25;34;21;0.899999976;0.5;0.400000006;0.600000024;2;1.299999952;0.800000012;1.600000024;6.199999809;6.199999809;6.199999809;6.199999809;57;54;47;57;2.799999952;16.39999962;413.6000061;22;21;19;22;12.10000038;7.199999809;5;10.10000038;222;265;264;235;217;223
